0	0.000580
1	0.000191
2	0.000214
3	0.000309
4	0.000454
5	0.000568
6	0.000801
7	0.000881
8	0.001144
9	0.001457
10	0.001728
11	0.002056
12	0.002277
13	0.002789
14	0.002907
15	0.003345
16	0.004166
17	0.005035
18	0.005234
19	0.006287
20	0.008213
21	0.007187
22	0.007923
23	0.010540
24	0.008072
25	0.008247
26	0.009350
27	0.007126
28	0.007282
29	0.006790
30	0.005844
31	0.004894
32	0.005413
33	0.004700
34	0.004601
35	0.004227
36	0.004177
37	0.004150
38	0.003635
39	0.003845
40	0.003841
41	0.003757
42	0.004200
43	0.003792
44	0.004013
45	0.003967
46	0.003944
47	0.003864
48	0.003735
49	0.004101
50	0.003494
51	0.003582
52	0.003899
53	0.003830
54	0.003643
55	0.004204
56	0.003967
57	0.004501
58	0.005497
59	0.004490
60	0.005047
61	0.005943
62	0.005505
63	0.007847
64	0.006916
65	0.006325
66	0.011204
67	0.008572
68	0.006859
69	0.009003
70	0.006065
71	0.006065
72	0.005730
73	0.004963
74	0.005833
75	0.005341
76	0.005093
77	0.005104
78	0.005459
79	0.004864
80	0.005146
81	0.005089
82	0.004902
83	0.006748
84	0.006096
85	0.005363
86	0.006084
87	0.006531
88	0.006084
89	0.006020
90	0.007130
91	0.009399
92	0.006790
93	0.007843
94	0.009705
95	0.008064
96	0.010490
97	0.006512
98	0.004822
99	0.013573
100	0.005447
101	0.004612
102	0.007275
103	0.005783
104	0.005432
105	0.005878
106	0.005772
107	0.005363
108	0.004925
109	0.008003
110	0.004639
111	0.005806
112	0.007740
113	0.005287
114	0.009930
115	0.006275
116	0.005318
117	0.007378
118	0.005463
119	0.005833
120	0.006138
121	0.006382
122	0.005890
123	0.007679
124	0.007118
125	0.005798
126	0.007668
127	0.007790
128	0.005295
129	0.011608
130	0.005169
131	0.005867
132	0.011681
133	0.006332
134	0.006325
135	0.014275
136	0.006493
137	0.005444
138	0.010456
139	0.006378
140	0.005116
141	0.004807
142	0.004265
143	0.004494
144	0.004581
145	0.004124
146	0.003487
147	0.003357
148	0.003311
149	0.004379
150	0.003887
151	0.004166
152	0.004063
153	0.002522
154	0.003101
155	0.003380
156	0.003490
157	0.003170
158	0.003384
159	0.002716
160	0.002926
161	0.002640
162	0.002216
163	0.002335
164	0.001858
165	0.002365
166	0.002026
167	0.001678
168	0.001900
169	0.001923
170	0.001938
171	0.002083
172	0.002102
173	0.002014
174	0.002365
175	0.001942
176	0.002251
177	0.001926
178	0.002144
179	0.002235
180	0.002636
181	0.002682
182	0.002331
183	0.002357
184	0.003471
185	0.002949
186	0.002850
187	0.002487
188	0.002728
189	0.002445
190	0.002018
191	0.002785
192	0.002869
193	0.002575
194	0.003372
195	0.002476
196	0.002472
197	0.002834
198	0.003586
199	0.003136
200	0.002792
201	0.003452
202	0.003815
203	0.002995
204	0.002689
205	0.001976
206	0.001602
207	0.003410
208	0.002579
209	0.000923
210	0.000931
211	0.001186
212	0.001118
213	0.000767
214	0.000790
215	0.000721
216	0.000526
217	0.000473
218	0.000355
219	0.000317
220	0.000355
221	0.000267
222	0.000244
223	0.000187
224	0.000164
225	0.000164
226	0.000122
227	0.000099
228	0.000061
229	0.000042
230	0.000046
231	0.000004
232	0.000015
233	0.000015
234	0.000008
235	0.000019
236	0.000004
237	0.000004
238	0.000004
239	0.000008
240	0.000000
241	0.000000
242	0.000000
243	0.000000
244	0.000000
245	0.000000
246	0.000000
247	0.000000
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
