0	0.000008
1	0.000004
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000008
8	0.000000
9	0.000004
10	0.000015
11	0.000000
12	0.000008
13	0.000004
14	0.000019
15	0.000011
16	0.000004
17	0.000004
18	0.000023
19	0.000023
20	0.000031
21	0.000027
22	0.000046
23	0.000053
24	0.000072
25	0.000057
26	0.000061
27	0.000122
28	0.000080
29	0.000103
30	0.000114
31	0.000153
32	0.000137
33	0.000221
34	0.000244
35	0.000248
36	0.000263
37	0.000309
38	0.000427
39	0.000443
40	0.000526
41	0.000618
42	0.000717
43	0.000832
44	0.000908
45	0.001034
46	0.001225
47	0.001495
48	0.001591
49	0.001854
50	0.002190
51	0.002239
52	0.002743
53	0.003193
54	0.003384
55	0.004154
56	0.005154
57	0.005474
58	0.006138
59	0.008507
60	0.007198
61	0.008881
62	0.010826
63	0.008907
64	0.009956
65	0.011440
66	0.009323
67	0.010155
68	0.009521
69	0.009529
70	0.009247
71	0.009781
72	0.009125
73	0.010052
74	0.011192
75	0.008923
76	0.009232
77	0.016525
78	0.009045
79	0.011921
80	0.014046
81	0.009655
82	0.013538
83	0.010517
84	0.009228
85	0.009727
86	0.009876
87	0.009148
88	0.008923
89	0.009529
90	0.012207
91	0.008919
92	0.011551
93	0.015831
94	0.010571
95	0.009716
96	0.019520
97	0.008213
98	0.014606
99	0.010876
100	0.008015
101	0.014248
102	0.009815
103	0.007160
104	0.009823
105	0.010124
106	0.010258
107	0.008759
108	0.011692
109	0.009872
110	0.009525
111	0.011013
112	0.008701
113	0.010887
114	0.009655
115	0.008247
116	0.009476
117	0.009590
118	0.011711
119	0.010681
120	0.012897
121	0.012611
122	0.008862
123	0.014679
124	0.013580
125	0.007103
126	0.014633
127	0.008766
128	0.006203
129	0.010113
130	0.005314
131	0.005653
132	0.006065
133	0.004192
134	0.004215
135	0.003651
136	0.004097
137	0.003635
138	0.003407
139	0.003242
140	0.003391
141	0.003498
142	0.003418
143	0.003181
144	0.003338
145	0.003296
146	0.003193
147	0.003441
148	0.003223
149	0.003040
150	0.003063
151	0.002945
152	0.003761
153	0.003513
154	0.003185
155	0.003494
156	0.004700
157	0.003403
158	0.005039
159	0.004063
160	0.002945
161	0.004364
162	0.003231
163	0.003014
164	0.004833
165	0.003002
166	0.003796
167	0.002819
168	0.003635
169	0.003437
170	0.002632
171	0.003532
172	0.002354
173	0.002354
174	0.002762
175	0.001930
176	0.002071
177	0.002357
178	0.001980
179	0.002575
180	0.001526
181	0.001892
182	0.002895
183	0.001732
184	0.001877
185	0.003036
186	0.001640
187	0.001831
188	0.002388
189	0.002178
190	0.001133
191	0.001793
192	0.001064
193	0.000893
194	0.000832
195	0.000713
196	0.000683
197	0.000652
198	0.000599
199	0.000507
200	0.000393
201	0.000423
202	0.000336
203	0.000324
204	0.000313
205	0.000259
206	0.000217
207	0.000267
208	0.000195
209	0.000187
210	0.000145
211	0.000126
212	0.000084
213	0.000076
214	0.000072
215	0.000034
216	0.000053
217	0.000046
218	0.000061
219	0.000019
220	0.000050
221	0.000027
222	0.000023
223	0.000023
224	0.000015
225	0.000011
226	0.000011
227	0.000008
228	0.000015
229	0.000004
230	0.000008
231	0.000004
232	0.000000
233	0.000000
234	0.000000
235	0.000004
236	0.000008
237	0.000000
238	0.000000
239	0.000000
240	0.000004
241	0.000004
242	0.000000
243	0.000004
244	0.000000
245	0.000000
246	0.000000
247	0.000004
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
