0	0.126148
1	0.014135
2	0.006512
3	0.007648
4	0.009103
5	0.009861
6	0.007353
7	0.007985
8	0.003565
9	0.005273
10	0.003439
11	0.008484
12	0.003439
13	0.004557
14	0.004329
15	0.007401
16	0.002465
17	0.002856
18	0.000589
19	0.002104
20	0.000932
21	0.000854
22	0.001136
23	0.001112
24	0.001353
25	0.001371
26	0.001888
27	0.002958
28	0.002970
29	0.007395
30	0.001792
31	0.001287
32	0.000265
33	0.000944
34	0.000126
35	0.000295
36	0.000222
37	0.000289
38	0.000210
39	0.000313
40	0.000758
41	0.000427
42	0.001870
43	0.002399
44	0.002615
45	0.006133
46	0.001443
47	0.001617
48	0.000000
49	0.000499
50	0.000349
51	0.000168
52	0.000842
53	0.000469
54	0.001816
55	0.002850
56	0.002519
57	0.005694
58	0.001389
59	0.000932
60	0.000277
61	0.000325
62	0.000234
63	0.000547
64	0.000180
65	0.000313
66	0.000289
67	0.001461
68	0.000469
69	0.002429
70	0.002844
71	0.002670
72	0.005940
73	0.001641
74	0.000734
75	0.000499
76	0.001732
77	0.000746
78	0.003355
79	0.002832
80	0.002658
81	0.005580
82	0.001353
83	0.000709
84	0.000313
85	0.000433
86	0.002032
87	0.001124
88	0.003120
89	0.003108
90	0.002970
91	0.005586
92	0.002922
93	0.002014
94	0.003439
95	0.003253
96	0.004600
97	0.006626
98	0.005760
99	0.004690
100	0.006415
101	0.009416
102	0.007371
103	0.011809
104	0.009993
105	0.011785
106	0.010083
107	0.013594
108	0.008502
109	0.010558
110	0.009061
111	0.008868
112	0.007335
113	0.008273
114	0.008772
115	0.006373
116	0.007107
117	0.006494
118	0.007425
119	0.008959
120	0.005640
121	0.007371
122	0.007065
123	0.007564
124	0.005008
125	0.005844
126	0.005538
127	0.005634
128	0.003307
129	0.006445
130	0.003601
131	0.004227
132	0.004173
133	0.004648
134	0.004299
135	0.002724
136	0.004191
137	0.003451
138	0.002603
139	0.002802
140	0.002664
141	0.002676
142	0.002116
143	0.002327
144	0.003066
145	0.002231
146	0.002471
147	0.002411
148	0.002856
149	0.002549
150	0.002375
151	0.002682
152	0.003367
153	0.001846
154	0.003632
155	0.002934
156	0.003541
157	0.003211
158	0.002916
159	0.004010
160	0.003770
161	0.003944
162	0.004191
163	0.003445
164	0.003788
165	0.003457
166	0.004137
167	0.003746
168	0.003493
169	0.004588
170	0.004984
171	0.003920
172	0.003223
173	0.004672
174	0.004137
175	0.003818
176	0.004401
177	0.004648
178	0.004852
179	0.004624
180	0.003824
181	0.005676
182	0.004269
183	0.004582
184	0.006199
185	0.006512
186	0.005038
187	0.005838
188	0.005550
189	0.006896
190	0.006975
191	0.005495
192	0.006866
193	0.007227
194	0.007299
195	0.007967
196	0.007738
197	0.008712
198	0.008195
199	0.006187
200	0.006578
201	0.006584
202	0.006812
203	0.006578
204	0.004425
205	0.003830
206	0.008562
207	0.001635
208	0.005267
209	0.002158
210	0.002014
211	0.005850
212	0.001876
213	0.001972
214	0.002345
215	0.000054
216	0.001401
217	0.000253
218	0.000445
219	0.000234
220	0.000373
221	0.000024
222	0.000012
223	0.000012
224	0.000030
225	0.000000
226	0.000012
227	0.000000
228	0.000012
229	0.000006
230	0.000006
231	0.000000
232	0.000000
233	0.000000
234	0.000000
235	0.000000
236	0.000000
237	0.000000
238	0.000000
239	0.000000
240	0.000000
241	0.000000
242	0.000000
243	0.000000
244	0.000000
245	0.000000
246	0.000000
247	0.000000
248	0.000000
249	0.000000
250	0.000000
251	0.000000
252	0.000000
253	0.000000
254	0.000000
255	0.000000
